# tracer: nop
#
# entries-in-buffer/entries-written: 12870/71285   #P:2
#
#                                _-----=> irqs-off
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| /     delay
#           TASK-PID     CPU#  ||||   TIMESTAMP  FUNCTION
#              | |         |   ||||      |         |
            sshd-23222   [001] .... 214958.188388: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=0 snd_nxt=0xa72fe800 snd_una=0xa72fe7dc snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1609 rcv_wnd=62780 sock_cookie=72
          <idle>-0       [001] ..s. 214958.267099: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=36 snd_nxt=0xa72fe800 snd_una=0xa72fe800 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1650 rcv_wnd=62780 sock_cookie=72
            sshd-23222   [001] .... 214958.274644: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=0 snd_nxt=0xa72fe824 snd_una=0xa72fe800 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1650 rcv_wnd=62780 sock_cookie=72
            sshd-23222   [001] .... 214958.284980: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=0 snd_nxt=0xa72fe868 snd_una=0xa72fe824 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1708 rcv_wnd=62780 sock_cookie=72
          <idle>-0       [001] ..s. 214958.286418: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=0 snd_nxt=0xa72fe88c snd_una=0xa72fe868 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1691 rcv_wnd=62780 sock_cookie=72
          <idle>-0       [001] ..s. 214958.492975: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=36 snd_nxt=0xa72fe88c snd_una=0xa72fe88c snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1650 rcv_wnd=62780 sock_cookie=72
          <idle>-0       [001] ..s. 214958.498130: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=0 snd_nxt=0xa72fe8b0 snd_una=0xa72fe88c snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1650 rcv_wnd=62780 sock_cookie=72
          <idle>-0       [001] ..s. 214958.721760: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=36 snd_nxt=0xa72fe8b0 snd_una=0xa72fe8b0 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1593 rcv_wnd=62780 sock_cookie=72
          <idle>-0       [001] ..s. 214958.726540: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=0 snd_nxt=0xa72fe8d4 snd_una=0xa72fe8b0 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1593 rcv_wnd=62780 sock_cookie=72
          <idle>-0       [001] ..s. 214958.906075: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:42620 mark=0x0 data_len=36 snd_nxt=0xa72fe8d4 snd_una=0xa72fe8d4 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1541 rcv_wnd=62780 sock_cookie=72
